frame_id,object_id,class_name,score,center_x,center_y,center_z,size_x,size_y,size_z,yaw,source
000005,0,Pedestrian,0.6526342034339905,23.29151725769043,8.515091896057129,-0.7669788599014282,0.8748068809509277,0.7750274538993835,1.7358295917510986,3.3087568283081055,pointpillars
000005,1,Car,0.33254626393318176,51.739830017089844,-4.68200159072876,-0.487994909286499,3.998790979385376,1.6636123657226562,1.576366662979126,3.1850666999816895,pointpillars
000005,2,Pedestrian,0.20831765234470367,9.94863510131836,13.675339698791504,-0.9162209033966064,0.856959342956543,0.6620365977287292,1.8438717126846313,2.746847152709961,pointpillars
000005,3,Car,0.2082306146621704,0.48043346405029297,-0.4732607901096344,-1.0702263116836548,3.9307663440704346,1.63916015625,1.5400961637496948,6.069492340087891,pointpillars
000005,4,Pedestrian,0.2016662210226059,46.23689270019531,11.625030517578125,-0.5358901023864746,0.98078453540802,0.6774547100067139,1.702883005142212,4.559615135192871,pointpillars
000005,5,Pedestrian,0.17908252775669098,43.17951965332031,11.541165351867676,-0.6144075989723206,0.6656489372253418,0.5924514532089233,1.810383677482605,4.668519020080566,pointpillars
000005,6,Pedestrian,0.16482043266296387,4.122921466827393,-16.53936195373535,-0.6594578623771667,0.7418336868286133,0.518548309803009,1.7184569835662842,1.5647132396697998,pointpillars
000005,7,Car,0.14070910215377808,45.425655364990234,-29.450273513793945,1.3507957458496094,3.9109046459198,1.6525707244873047,1.5992608070373535,3.0361104011535645,pointpillars
000005,8,Cyclist,0.13925619423389435,41.57633972167969,-2.7622363567352295,-0.639587938785553,1.584895133972168,0.3700031340122223,1.6144828796386719,6.129870414733887,pointpillars
000005,9,Pedestrian,0.12235172837972641,9.051968574523926,13.608899116516113,-0.9264664649963379,0.7617453932762146,0.6344395279884338,1.8700367212295532,3.0939178466796875,pointpillars
000005,10,Car,0.12223818153142929,54.806358337402344,-3.004920721054077,-0.46308135986328125,4.27584171295166,1.6546623706817627,1.6496696472167969,3.0926170349121094,pointpillars
000005,11,Pedestrian,0.11675377935171127,3.194058895111084,13.655203819274902,-0.9297151565551758,0.7228557467460632,0.5729498863220215,1.8485859632492065,1.6630204916000366,pointpillars
000005,12,Pedestrian,0.11425488442182541,13.57729434967041,13.723126411437988,-1.0156469345092773,0.6940913796424866,0.5657908916473389,1.7271919250488281,3.2714781761169434,pointpillars
000005,13,Cyclist,0.11094755679368973,5.359706878662109,-15.616162300109863,-0.613676905632019,1.703458309173584,0.5885948538780212,1.796589732170105,6.582392692565918,pointpillars
000005,14,Cyclist,0.1096944808959961,13.465529441833496,-15.216004371643066,-0.5552654266357422,1.6526345014572144,0.48452481627464294,1.852940559387207,6.287341117858887,pointpillars
000005,15,Car,0.10743853449821472,44.480804443359375,6.643933296203613,-0.6406192183494568,3.8672876358032227,1.6100298166275024,1.5982800722122192,6.261327743530273,pointpillars
000005,16,Pedestrian,0.10531967133283615,5.976753234863281,6.231694221496582,-1.2335457801818848,0.4126793444156647,0.2983212172985077,1.090602993965149,2.911865234375,pointpillars
000006,0,Car,0.9631940126419067,31.988174438476562,2.7251245975494385,-0.5164780616760254,4.281491279602051,1.6327804327011108,1.5564604997634888,5.989232063293457,pointpillars
000006,1,Car,0.916860818862915,19.762741088867188,12.893548011779785,-0.802308976650238,4.064667701721191,1.592054843902588,1.4151465892791748,5.123279571533203,pointpillars
000006,2,Car,0.8963339328765869,1.210309624671936,2.7793428897857666,-0.9775015115737915,3.7223119735717773,1.6524590253829956,1.5569756031036377,6.341577529907227,pointpillars
000006,3,Car,0.8251082301139832,16.424888610839844,21.007966995239258,-1.0392684936523438,4.3289008140563965,1.6555179357528687,1.3888311386108398,4.928720474243164,pointpillars
000006,4,Car,0.7703319191932678,38.2901611328125,12.876510620117188,-0.6538718342781067,3.909179449081421,1.6043199300765991,1.4459415674209595,2.938683032989502,pointpillars
