runtime_variant,latency_ms,cdf
openpcdet_pytorch,7.904516998678446,0.0
openpcdet_pytorch,7.9069240018725395,0.00018521948508983145
openpcdet_pytorch,7.926858001155779,0.0003704389701796629
openpcdet_pytorch,7.9566829954274,0.0005556584552694943
openpcdet_pytorch,7.974918000400066,0.0007408779403593258
openpcdet_pytorch,8.002638001926243,0.0009260974254491573
openpcdet_pytorch,8.01185799355153,0.0011113169105389886
openpcdet_pytorch,8.03801100119017,0.0012965363956288201
openpcdet_pytorch,8.044889007578604,0.0014817558807186516
openpcdet_pytorch,8.06613199529238,0.0016669753658084831
openpcdet_pytorch,8.066163005423732,0.0018521948508983146
openpcdet_pytorch,8.08805700216908,0.002037414335988146
openpcdet_pytorch,8.100511011434719,0.002222633821077977
openpcdet_pytorch,8.124736006720923,0.0024078533061678087
openpcdet_pytorch,8.130942995194346,0.0025930727912576402
openpcdet_pytorch,8.131202004733495,0.0027782922763474717
openpcdet_pytorch,8.151098998496309,0.0029635117614373032
openpcdet_pytorch,8.156556999892928,0.0031487312465271347
openpcdet_pytorch,8.193768007913604,0.0033339507316169662
openpcdet_pytorch,8.205848003854044,0.0035191702167067978
openpcdet_pytorch,8.218489994760603,0.0037043897017966293
openpcdet_pytorch,8.223640994401649,0.0038896091868864603
openpcdet_pytorch,8.224161007092334,0.004074828671976292
openpcdet_pytorch,8.225651006796397,0.004260048157066124
openpcdet_pytorch,8.232791995396838,0.004445267642155954
openpcdet_pytorch,8.233556000050157,0.004630487127245786
openpcdet_pytorch,8.24028201168403,0.0048157066123356174
openpcdet_pytorch,8.25598300434649,0.005000926097425449
openpcdet_pytorch,8.258980000391603,0.0051861455825152804
openpcdet_pytorch,8.261574999778531,0.005371365067605112
openpcdet_pytorch,8.265783995739184,0.0055565845526949435
openpcdet_pytorch,8.269801997812465,0.005741804037784775
openpcdet_pytorch,8.2795089983847,0.0059270235228746065
openpcdet_pytorch,8.295567997265607,0.006112243007964438
openpcdet_pytorch,8.304597999085672,0.0062974624930542695
openpcdet_pytorch,8.342036002431996,0.006482681978144101
openpcdet_pytorch,8.35013500181958,0.0066679014632339325
openpcdet_pytorch,8.360773994354531,0.006853120948323764
openpcdet_pytorch,8.363969987840392,0.0070383404334135955
openpcdet_pytorch,8.367725007701665,0.007223559918503427
openpcdet_pytorch,8.368673996301368,0.0074087794035932585
openpcdet_pytorch,8.371364005142823,0.007593998888683089
openpcdet_pytorch,8.378123005968519,0.007779218373772921
openpcdet_pytorch,8.380997998756357,0.007964437858862753
openpcdet_pytorch,8.396058998187073,0.008149657343952585
openpcdet_pytorch,8.39634399744682,0.008334876829042416
openpcdet_pytorch,8.397514000535011,0.008520096314132248
openpcdet_pytorch,8.410971000557765,0.008705315799222079
openpcdet_pytorch,8.416899989242665,0.008890535284311909
openpcdet_pytorch,8.422716011409648,0.00907575476940174
openpcdet_pytorch,8.424770989222452,0.009260974254491572
openpcdet_pytorch,8.430114990915172,0.009446193739581403
openpcdet_pytorch,8.437336000497453,0.009631413224671235
openpcdet_pytorch,8.446977997664362,0.009816632709761066
openpcdet_pytorch,8.448124994174577,0.010001852194850898
